
Active Connections

  Proto  Local Address          Foreign Address        State
  UDP    0.0.0.0:54574          216.58.201.99:443      
  UDP    0.0.0.0:54582          127.0.0.1:54581        
  UDP    0.0.0.0:54584          127.0.0.1:54583        
  UDP    0.0.0.0:54586          127.0.0.1:54585        
  UDP    0.0.0.0:54588          127.0.0.1:54587        
  UDP    0.0.0.0:54602          *:*                    
  UDP    0.0.0.0:54603          *:*                    
  UDP    0.0.0.0:55257          127.0.0.1:55256        
  UDP    0.0.0.0:55259          127.0.0.1:55258        
  UDP    0.0.0.0:55261          127.0.0.1:55260        
  UDP    0.0.0.0:55263          127.0.0.1:55262        
  UDP    0.0.0.0:55717          *:*                    
  UDP    0.0.0.0:56142          142.250.179.234:443    
  UDP    0.0.0.0:56638          *:*                    
  UDP    0.0.0.0:56904          142.250.178.14:443     
  UDP    0.0.0.0:57088          *:*                    
  UDP    0.0.0.0:57621          *:*                    
  UDP    0.0.0.0:58030          142.250.200.42:443     
  UDP    0.0.0.0:59489          142.250.200.14:443     
  UDP    0.0.0.0:59709          *:*                    
  UDP    0.0.0.0:59781          *:*                    
  UDP    0.0.0.0:60501          142.250.179.227:443    
  UDP    0.0.0.0:63180          142.250.200.42:443     
  UDP    0.0.0.0:65211          216.58.201.99:443      
  UDP    0.0.0.0:65486          *:*                    
  UDP    0.0.0.0:65497          *:*                    
  UDP    0.0.0.0:65499          *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:5353         *:*                    
  UDP    127.0.0.1:10010        *:*                    
  UDP    127.0.0.1:49664        127.0.0.1:49664        
  UDP    127.0.0.1:52083        *:*                    
  UDP    127.0.0.1:54581        *:*                    
  UDP    127.0.0.1:54583        *:*                    
  UDP    127.0.0.1:54585        *:*                    
  UDP    127.0.0.1:54587        *:*                    
  UDP    127.0.0.1:55256        *:*                    
  UDP    127.0.0.1:55258        *:*                    
  UDP    127.0.0.1:55260        *:*                    
  UDP    127.0.0.1:55262        *:*                    
  UDP    127.0.0.1:56625        127.0.0.1:56625        
  UDP    127.0.0.1:61230        127.0.0.1:61230        
  UDP    127.0.0.1:62283        *:*                    
  UDP    127.0.0.1:62580        127.0.0.1:62580        
  UDP    172.24.96.1:137        *:*                    
  UDP    172.24.96.1:138        *:*                    
  UDP    172.24.96.1:1900       *:*                    
  UDP    172.24.96.1:2177       *:*                    
  UDP    172.24.96.1:5353       *:*                    
  UDP    172.24.96.1:9993       *:*                    
  UDP    172.24.96.1:50016      *:*                    
  UDP    172.24.96.1:50032      *:*                    
  UDP    172.24.96.1:62284      *:*                    
  UDP    172.24.96.1:63084      *:*                    
  UDP    172.24.96.1:63085      *:*                    
  UDP    172.28.28.18:137       *:*                    
  UDP    172.28.28.18:138       *:*                    
  UDP    172.28.28.18:1900      *:*                    
  UDP    172.28.28.18:2177      *:*                    
  UDP    172.28.28.18:5353      *:*                    
  UDP    172.28.28.18:50010     *:*                    
  UDP    172.28.28.18:50028     *:*                    
  UDP    172.28.28.18:62281     *:*                    
  UDP    192.168.0.15:137       *:*                    
  UDP    192.168.0.15:138       *:*                    
  UDP    192.168.0.15:1900      *:*                    
  UDP    192.168.0.15:2177      *:*                    
  UDP    192.168.0.15:5353      *:*                    
  UDP    192.168.0.15:9993      *:*                    
  UDP    192.168.0.15:50016     *:*                    
  UDP    192.168.0.15:50036     *:*                    
  UDP    192.168.0.15:50051     *:*                    
  UDP    192.168.0.15:50052     *:*                    
  UDP    192.168.0.15:62282     *:*                    
  UDP    192.168.0.15:63084     *:*                    
  UDP    192.168.0.15:63085     *:*                    
  UDP    [::]:123               *:*                    
  UDP    [::]:3389              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:5004              *:*                    
  UDP    [::]:5005              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:50223             *:*                    
  UDP    [::]:54604             *:*                    
  UDP    [::]:55718             *:*                    
  UDP    [::]:56638             *:*                    
  UDP    [::]:57089             *:*                    
  UDP    [::]:59709             *:*                    
  UDP    [::]:59782             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:5353             *:*                    
  UDP    [::1]:62279            *:*                    
  UDP    [fe80::4313:5fa6:9861:35d8%49]:1900  *:*                    
  UDP    [fe80::4313:5fa6:9861:35d8%49]:2177  *:*                    
  UDP    [fe80::4313:5fa6:9861:35d8%49]:62280  *:*                    
  UDP    [fe80::d6ca:65a5:cbbf:c9d6%9]:1900  *:*                    
  UDP    [fe80::d6ca:65a5:cbbf:c9d6%9]:2177  *:*                    
  UDP    [fe80::d6ca:65a5:cbbf:c9d6%9]:5353  *:*                    
  UDP    [fe80::d6ca:65a5:cbbf:c9d6%9]:62277  *:*                    
  UDP    [fe80::e4e8:2195:ce1e:8c0a%21]:1900  *:*                    
  UDP    [fe80::e4e8:2195:ce1e:8c0a%21]:2177  *:*                    
  UDP    [fe80::e4e8:2195:ce1e:8c0a%21]:62278  *:*                    
